PNR Number,Train Number,Date of Journey,Class of Travel,Quota,Source Station,Destination Station,Booking Date,Current Status,Number of Passengers,Age of Passengers,Booking Channel,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status
PNR0000008335,43515,28/06/47,3AC,Ladies,KOAA,GKP,27/10/46,RAC,4,Adult,Mobile App,1211,18,9,Superfast,9,Defense Quota,No,,Confirmed
PNR0000008336,99176,29/06/47,1AC,Ladies,NDLS,NDLS,28/10/46,Waitlisted,3,Child,IRCTC Website,620,18,26,Express,304,Senior Citizen,No,WL152,Not Confirmed
PNR0000008337,43432,30/06/47,1AC,Tatkal,ADI,MAS,29/10/46,RAC,4,Adult,IRCTC Website,1651,8,13,Shatabdi,247,None,No,,Confirmed
PNR0000008338,58994,01/07/47,,Tatkal,LTT,SC,30/10/46,Waitlisted,1,Adult,Counter,1398,9,36,Superfast,496,Senior Citizen,No,WL142,Not Confirmed
PNR0000008339,50004,02/07/47,3AC,,SBC,BBS,31/10/46,Waitlisted,4,Child,IRCTC Website,648,8,19,Shatabdi,454,Defense Quota,Yes,WL176,Not Confirmed
PNR0000008340,20019,03/07/47,3AC,Tatkal,HWH,BCT,01/11/46,Confirmed,5,Senior Citizen,Mobile App,147,18,47,Express,39,None,No,,Confirmed
PNR0000008341,25276,04/07/47,2AC,Tatkal,SC,BSB,02/11/46,RAC,3,Senior Citizen,IRCTC Website,162,4,8,Superfast,116,Senior Citizen,Yes,,Confirmed
PNR0000008342,79173,07/05/47,3AC,Ladies,BCT,LKO,03/11/46,Confirmed,2,Senior Citizen,,1322,14,22,Superfast,100,Senior Citizen,No,,Confirmed
PNR0000008343,79608,06/07/47,2AC,General,NDLS,JU,04/11/46,Waitlisted,3,Child,Counter,811,6,10,Express,,Senior Citizen,Yes,WL180,Not Confirmed
PNR0000008344,69681,07/07/47,2AC,,MAS,JP,05/11/46,Waitlisted,4,Adult,Counter,686,11,42,Ehatabdi,336,None,Yes,WL002,Not Confirmed
PNR0000008345,56272,08/07/47,1AC,Ladies,JP,BBS,06/11/46,Confirmed,2,Child,IRCTC Website,1885,18,21,Express,279,None,No,,Confirmed
PNR0000008346,18561,09/07/47,2AC,Tatkal,KOAA,UMB,07/11/46,Waitlisted,2,Senior Citizen,Counter,1259,19,28,Express,348,Defense Quota,No,,Not Confirmed
PNR0000008347,84638,10/07/47,,General,KOAA,NDLS,08/11/46,Confirmed,4,Adult,Counter,1874,7,25,Rajdhani,174,None,No,,Confirmed
PNR0000008348,26455,11/07/47,Sleeper,Ladies,UMB,HWH,11/09/46,Waitlisted,4,Adult,IRCTC Website,1038,16,5,Superfast,265,None,Yes,WL045,Not Confirmed
PNR0000008349,45394,12/07/47,1AC,General,CNB,BCT,10/11/46,Confirmed,4,Adult,IRCTC Website,996,18,15,Shatabdi,114,Defense Quota,Yes,,Confirmed
PNR0000008350,54277,13/07/47,3AC,Ladies,LTT,JU,11/11/46,RAC,5,Senior Citizen,IRCTC Website,1522,16,32,Rajdhani,203,Senior Citizen,No,,Confirmed
PNR0000008351,69408,07-14-2047,,Premium Tatkal,SBC,BSB,12/11/46,Confirmed,4,Senior Citizen,Mobile App,258,19,22,Rajdhani,292,Defense Quota,Yes,,Confirmed
PNR0000008352,79866,15/07/47,1AC,Ladies,ADI,GKP,13/11/46,Waitlisted,5,Child,Counter,179,12,47,Rajdhani,,None,No,WL178,Not Confirmed
PNR0000008353,31896,16/07/47,1AC,Ladies,ASR,NDLS,14/11/46,RAC,4,Adult,Counter,1262,2,40,Shatabdi,260,None,No,,Confirmed
PNR0000008354,91378,07-17-2047,2AC,Ladies,ASR,HWH,15/11/46,RAC,1,Adult,Mobile App,207,2,46,Superfast,229,None,Yes,,Confirmed
PNR0000008355,54252,18/07/47,Sleeper,Tatkal,NJP,UMB,16/11/46,RAC,2,Senior Citizen,,1543,6,3,Superfast,114,None,Yes,,Confirmed
PNR0000008356,18331,07-19-2047,,General,BBS,PNBE,11-17-2046,Confirmed,3,Adult,IRCTC Website,1052,12,25,Shatabdi,36,Defense Quota,No,,Confirmed
PNR0000008357,18039,20/07/47,2AC,General,SBC,JHS,18/11/46,Waitlisted,3,Child,Counter,724,10,14,Shatabdi,23,Senior Citizen,No,WL198,Not Confirmed
PNR0000008358,22250,21/07/47,2AC,Premium Tatkal,BBS,HWH,19/11/46,Waitlisted,3,Child,Counter,1872,6,33,Rajdhani,238,Senior Citizen,Yes,WL068,Not Confirmed
PNR0000008359,92178,22/07/47,1AC,Ladies,ASR,UMB,20/11/46,RAC,4,Senior Citizen,Mobile App,1816,8,40,Shatabdi,238,Senior Citizen,No,,Confirmed
PNR0000008360,55880,23/07/47,3AC,Ladies,JP,CNB,21/11/46,Waitlisted,4,Senior Citizen,IRCTC Website,1100,14,45,Superfast,443,Defense Quota,No,,Not Confirmed
PNR0000008361,62656,24/07/47,1AC,Premium Tatkal,BBS,PNBE,22/11/46,RAC,2,Senior Citizen,IRCTC Website,1421,8,45,Superfast,449,None,Yes,,Confirmed
PNR0000008362,82881,25/07/47,2AC,Tatkal,NDLS,PNBE,23/11/46,Confirmed,3,Child,,643,11,4,Eajdhani,211,Defense Quota,No,,Confirmed
PNR0000008363,47968,07-26-2047,2AC,Tatkal,BSB,SC,24/11/46,Confirmed,3,Adult,IRCTC Website,1365,14,39,Shatabdi,270,Senior Citizen,No,,Confirmed
PNR0000008364,56511,27/07/47,1AC,Tatkal,NJP,GKP,25/11/46,RAC,4,Child,Counter,78,19,37,Express,0,Defense Quota,No,,Confirmed
PNR0000008365,23021,28/07/47,Sleeper,Tatkal,BSB,MMCT,26/11/46,Confirmed,4,Senior Citizen,,1185,18,40,Rajdhani,310,Senior Citizen,No,,Confirmed
PNR0000008366,24182,07-29-2047,Sleeper,Ladies,JU,JHS,27/11/46,RAC,4,Senior Citizen,Counter,1245,16,12,Rajdhani,95,None,No,,Confirmed
PNR0000008367,95754,07-30-2047,,Tatkal,MMCT,LKO,28/11/46,RAC,3,Child,,1162,16,18,Superfast,198,Senior Citizen,No,,Confirmed
PNR0000008368,43716,31/07/47,3AC,Ladies,NJP,CSMT,29/11/46,RAC,2,Adult,,1877,4,11,Superfast,369,None,Yes,,Confirmed
PNR0000008369,90749,01/08/47,3AC,Ladies,BSB,SBC,30/11/46,Confirmed,1,Adult,Mobile App,930,17,21,RajdPani,33,None,No,,Confirmed
PNR0000008370,57248,02/08/47,3AC,Tatkal,HWH,LKO,01/12/46,Confirmed,1,Child,,999,15,11,Express,177,Senior Citizen,Yes,,Confirmed
PNR0000008371,42933,03/08/47,Sleeper,Tatkal,HWH,BSB,02/12/46,Confirmed,4,Adult,,461,9,8,Superfast,340,Senior Citizen,No,,Confirmed
PNR0000008372,89689,04/08/47,,Premium Tatkal,HWH,CNB,03/12/46,Confirmed,3,Senior Citizen,Counter,615,14,46,Rajdhani,,None,No,,Confirmed
PNR0000008373,63783,05/08/47,1AC,Premium Tatkal,GKP,NJP,04/12/46,RAC,2,Senior Citizen,IRCTC Website,221,4,18,Rajdhani,174,Defense Quota,Yes,,Confirmed
PNR0000008374,10423,06/08/47,3AC,General,SBC,JP,05/12/46,Waitlisted,4,Senior Citizen,Counter,502,3,21,Rajdhani,488,None,No,WL078,Not Confirmed
PNR0000008375,93738,07/08/47,,Premium Tatkal,JP,SBC,06/12/46,RAC,2,Senior Citizen,Mobile App,227,19,38,Shatabdi,146,Defense Quota,No,,Confirmed
PNR0000008376,49622,08/08/47,2AC,Premium Tatkal,SBC,MAS,07/12/46,RAC,4,Adult,Mobile App,1153,16,41,Rajdhani,179,None,No,,Confirmed
PNR0000008377,45728,09/08/47,Sleeper,General,KOAA,JU,08/12/46,Waitlisted,2,Child,IRCTC Website,1089,9,10,Rajdhani,368,Senior Citizen,Yes,,Not Confirmed
PNR0000008378,76188,10/08/47,1AC,Tatkal,JU,NDLS,09/12/46,Waitlisted,4,Adult,IRCTC Website,170,5,32,Express,341,Defense Quota,No,WL104,Not Confirmed
PNR0000008379,42295,11/08/47,Sleeper,General,PNBE,NJP,10/12/46,RAC,4,Child,Counter,1749,16,7,Shatabdi,332,Senior Citizen,No,,Confirmed
PNR0000008380,83026,12/08/47,3AC,Premium Tatkal,BCT,ADI,11/12/46,Confirmed,3,Adult,Counter,1032,7,35,Express,140,Senior Citizen,No,,Confirmed
PNR0000008381,52381,13/08/47,Sleeper,Ladies,BSB,KOAA,12/12/46,Waitlisted,1,Adult,Mobile App,1103,13,4,Rajdhani,277,Senior Citizen,No,WL191,Not Confirmed
PNR0000008382,99026,14/08/47,3AC,General,GKP,UMB,13/12/46,Confirmed,2,Child,Counter,808,15,47,Shatabdi,209,Senior Citizen,Yes,,Confirmed
PNR0000008383,28810,15/08/47,1AC,General,BBS,ASR,14/12/46,Waitlisted,5,Senior Citizen,Mobile App,775,12,20,Shatabdi,31,Defense Quota,No,WL053,Not Confirmed
PNR0000008384,88797,16/08/47,,Tatkal,LTT,BBS,15/12/46,Waitlisted,3,Child,,1993,15,30,Express,475,Senior Citizen,Yes,WL084,Not Confirmed
PNR0000008385,69480,17/08/47,1AC,General,SC,BSB,16/12/46,Waitlisted,2,Senior Citizen,IRCTC Website,159,2,41,Rajdhani,213,Defense Quota,No,WL159,Not Confirmed
PNR0000008386,33004,18/08/47,Sleeper,Premium Tatkal,ADI,BCT,17/12/46,Confirmed,3,Child,Mobile App,96,7,46,Express,72,Senior Citizen,No,,Confirmed
PNR0000008387,64832,19/08/47,1AC,Tatkal,LKO,BSB,18/12/46,Waitlisted,4,Adult,,385,6,23,Express,245,None,Yes,WL175,Not Confirmed
PNR0000008388,39638,20/08/47,2AC,Tatkal,SC,JHS,19/12/46,Confirmed,5,Child,Counter,1929,12,39,Superfast,429,Defense Quota,No,,Confirmed
PNR0000008389,33353,21/08/47,1AC,Ladies,BBS,LTT,20/12/46,RAC,4,Adult,Counter,536,11,35,Express,218,Defense Quota,Yes,,Confirmed
PNR0000008390,26899,22/08/47,1AC,Premium Tatkal,NJP,NJP,21/12/46,RAC,1,Senior Citizen,Counter,1759,12,20,Shatabdi,429,Senior Citizen,No,,Confirmed
PNR0000008391,60672,23/08/47,3AC,Premium Tatkal,UMB,ASR,22/12/46,Waitlisted,5,Child,IRCTC Website,1607,5,43,Shatabdi,30,Defense Quota,Yes,WL107,Not Confirmed
PNR0000008392,15548,24/08/47,1AC,Premium Tatkal,LTT,ADI,23/12/46,Waitlisted,1,Senior Citizen,IRCTC Website,1571,17,17,Express,283,Defense Quota,Yes,WL160,Not Confirmed
PNR0000008393,45184,25/08/47,Sleeper,General,CSMT,JHS,24/12/46,Waitlisted,2,Adult,Mobile App,1208,11,7,Shatabdi,,Senior Citizen,No,WL113,Not Confirmed
PNR0000008394,81525,26/08/47,2AC,,NJP,BCT,25/12/46,Confirmed,5,Adult,Mobile App,925,16,23,Superfast,463,Defense Quota,No,,Confirmed
PNR0000008395,35767,27/08/47,Sleeper,Tatkal,JU,ADI,26/12/46,RAC,3,Child,Mobile App,1048,17,45,Superfast,32,Senior Citizen,Yes,,Confirmed
PNR0000008396,73834,28/08/47,2AC,General,PNBE,BSB,27/12/46,RAC,4,Adult,IRCTC Website,1606,6,21,Shatabdi,22,Senior Citizen,No,,Confirmed
PNR0000008397,29729,08-29-2047,2AC,Premium Tatkal,MMCT,UMB,12-28-2046,Confirmed,3,Adult,Mobile App,1965,16,6,Rajdhani,,Defense Quota,No,,Confirmed
PNR0000008398,28288,30/08/47,1AC,General,BCT,CNB,29/12/46,Waitlisted,4,Child,IRCTC Website,1138,3,10,Superfast,198,Defense Quota,Yes,WL063,Not Confirmed
PNR0000008399,59412,31/08/47,2AC,Tatkal,BSB,NJP,30/12/46,Waitlisted,4,Senior Citizen,Counter,1347,13,40,Rajdhani,,Defense Quota,No,WL098,Not Confirmed
PNR0000008400,41895,01/09/47,,Tatkal,NJP,ASR,31/12/46,RAC,2,Child,Counter,507,3,22,Rajdhani,73,Defense Quota,No,,Confirmed
PNR0000008401,80667,02/09/47,,Tatkal,MAS,LKO,01/01/47,RAC,4,Adult,Counter,195,4,28,Express,229,Defense Quota,Yes,,Confirmed
PNR0000008402,15402,03/09/47,2AC,General,JHS,BSB,02/01/47,RAC,4,Child,Counter,1914,8,39,Shatabdi,339,None,Yes,,Confirmed
PNR0000008403,46960,04/09/47,1AC,General,NDLS,CSMT,03/01/47,RAC,3,Senior Citizen,Counter,1301,9,10,Superfast,59,Senior Citizen,Yes,,Confirmed
PNR0000008404,50056,05/09/47,3AC,General,MMCT,BBS,04/01/47,Waitlisted,4,Senior Citizen,Counter,481,7,5,Express,447,Senior Citizen,Yes,,Not Confirmed
PNR0000008405,54759,06/09/47,3AC,Ladies,NDLS,GKP,05/01/47,RAC,4,Senior Citizen,Counter,774,10,42,Express,70,Defense Quota,Yes,,Confirmed
PNR0000008406,54470,09/07/47,3AC,General,PNBE,MMCT,06/01/47,Confirmed,2,Adult,,265,12,26,Shatabdi,349,Defense Quota,Yes,,Confirmed
PNR0000008407,79212,08/09/47,1AC,Tatkal,MAS,BBS,07/01/47,RAC,5,Adult,,600,3,8,Shatabdi,65,None,Yes,,Confirmed
PNR0000008408,24749,09/09/47,1AC,General,CSMT,BCT,08/01/47,Waitlisted,2,Child,IRCTC Website,1172,10,5,Superfast,449,Senior Citizen,No,WL169,Not Confirmed
PNR0000008409,46952,10/09/47,,Premium Tatkal,PNBE,ASR,09/01/47,Waitlisted,2,Senior Citizen,Counter,349,12,31,Shatabdi,51,Defense Quota,Yes,WL074,Not Confirmed
PNR0000008410,55617,11/09/47,Sleeper,Premium Tatkal,UMB,CSMT,10/01/47,Confirmed,1,Child,Mobile App,622,4,31,Express,183,Defense Quota,No,,Confirmed
PNR0000008411,60279,12/09/47,1AC,Tatkal,LTT,SC,11/01/47,Waitlisted,5,Adult,Counter,1324,16,6,Superfast,,Senior Citizen,No,WL172,Not Confirmed
PNR0000008412,29256,13/09/47,Sleeper,Ladies,LTT,ASR,12/01/47,Waitlisted,5,Senior Citizen,Counter,1072,15,14,Shatabdi,412,None,No,WL130,Not Confirmed
PNR0000008413,58916,14/09/47,Sleeper,General,JU,SBC,13/01/47,Confirmed,2,Senior Citizen,Mobile App,50,17,46,Shatabdi,,Senior Citizen,No,,Confirmed
PNR0000008414,18039,15/09/47,3AC,Ladies,GKP,ADI,14/01/47,Confirmed,5,Child,Mobile App,331,15,24,ShaUabdi,305,None,Yes,,Confirmed
PNR0000008415,69238,16/09/47,1AC,,MMCT,ASR,15/01/47,Confirmed,4,Adult,Counter,995,5,14,Superfast,331,Defense Quota,No,,Confirmed
PNR0000008416,66839,17/09/47,3AC,General,LTT,MAS,16/01/47,Waitlisted,5,Senior Citizen,IRCTC Website,1932,8,17,Shatabdi,336,None,No,WL062,Not Confirmed
PNR0000008417,58042,18/09/47,Sleeper,Tatkal,NDLS,JP,17/01/47,Waitlisted,5,Child,Mobile App,471,10,46,Shatabdi,0,Defense Quota,No,,Not Confirmed
PNR0000008418,33006,19/09/47,3AC,Tatkal,JP,PNBE,18/01/47,Waitlisted,5,Senior Citizen,IRCTC Website,1000,6,35,Shatabdi,419,Defense Quota,Yes,WL033,Not Confirmed
PNR0000008419,83348,20/09/47,1AC,Ladies,LTT,NDLS,19/01/47,Confirmed,2,Child,Mobile App,559,6,5,Express,56,Senior Citizen,Yes,,Confirmed
PNR0000008420,43507,21/09/47,,Tatkal,SBC,CNB,20/01/47,Waitlisted,3,Child,Counter,156,13,42,Rajdhani,74,None,Yes,WL001,Not Confirmed
PNR0000008421,74192,22/09/47,Sleeper,Ladies,HWH,CSMT,21/01/47,RAC,5,Child,Mobile App,1877,11,47,Shatabdi,495,Defense Quota,No,,Confirmed
PNR0000008422,99832,23/09/47,2AC,Tatkal,NJP,HWH,22/01/47,Waitlisted,4,Child,Counter,1390,19,27,Express,234,Senior Citizen,Yes,,Not Confirmed
PNR0000008423,42331,24/09/47,1AC,,LKO,ADI,23/01/47,Confirmed,1,Child,Counter,1058,6,26,Superfast,214,Senior Citizen,No,,Confirmed
PNR0000008424,73428,25/09/47,1AC,Ladies,KOAA,GKP,24/01/47,Waitlisted,3,Adult,Counter,1306,17,18,Superfast,,Defense Quota,Yes,,Not Confirmed
PNR0000008425,33885,26/09/47,2AC,Premium Tatkal,SBC,MAS,25/01/47,Waitlisted,5,Adult,,1557,5,37,Shatabdi,205,Senior Citizen,No,WL084,Not Confirmed
PNR0000008426,52613,27/09/47,Sleeper,General,MAS,CNB,26/01/47,RAC,3,Adult,Mobile App,816,14,6,Express,238,None,Yes,,Confirmed
PNR0000008427,16751,28/09/47,1AC,Premium Tatkal,BCT,MAS,27/01/47,Confirmed,4,Child,IRCTC Website,1584,14,29,Express,259,None,No,,Confirmed
PNR0000008428,89117,29/09/47,2AC,General,BBS,LKO,28/01/47,RAC,4,Child,Mobile App,1614,16,39,Shatabdi,33,Senior Citizen,No,,Confirmed
PNR0000008429,23164,09-30-2047,3AC,Ladies,SC,CNB,29/01/47,Confirmed,2,Senior Citizen,Counter,574,7,30,Rajdhani,,Defense Quota,Yes,,Confirmed
PNR0000008430,54536,01/10/47,1AC,Tatkal,MAS,NJP,30/01/47,Confirmed,2,Senior Citizen,IRCTC Website,966,2,34,Shatabdi,357,Defense Quota,Yes,,Confirmed
PNR0000008431,58089,02/10/47,Sleeper,General,JP,PNBE,31/01/47,RAC,1,Child,Counter,696,7,10,Shatabdi,69,Senior Citizen,No,,Confirmed
PNR0000008432,44951,03/10/47,Sleeper,Premium Tatkal,HWH,CNB,01/02/47,Waitlisted,1,Child,IRCTC Website,257,11,6,Superfast,170,None,No,WL198,Not Confirmed
PNR0000008433,74896,04/10/47,1AC,General,SBC,HWH,02/02/47,RAC,4,Senior Citizen,,1659,9,8,Superfast,265,Senior Citizen,Yes,,Confirmed
PNR0000008434,32540,05/10/47,2AC,Ladies,CNB,MMCT,03/02/47,RAC,4,Adult,IRCTC Website,1521,18,44,Express,73,Senior Citizen,No,,Confirmed
PNR0000008435,28630,06/10/47,3AC,,CNB,BSB,04/02/47,Confirmed,1,Adult,IRCTC Website,555,15,12,Rajdhani,106,Defense Quota,Yes,,Confirmed
PNR0000008436,88648,07/10/47,2AC,Premium Tatkal,LTT,KOAA,05/02/47,RAC,2,Adult,Mobile App,1310,4,23,Superfast,280,Defense Quota,Yes,,Confirmed
PNR0000008437,61831,08/10/47,3AC,Ladies,MAS,LKO,06/02/47,Waitlisted,4,Adult,IRCTC Website,1777,9,22,Rajdhani,416,Senior Citizen,Yes,WL189,Not Confirmed
PNR0000008438,21328,09/10/47,3AC,,LTT,BBS,02/07/47,Confirmed,3,Child,Counter,468,9,39,Express,,Senior Citizen,Yes,,Confirmed
PNR0000008439,94517,10/10/47,2AC,Ladies,CSMT,ADI,08/02/47,Waitlisted,4,Senior Citizen,IRCTC Website,386,2,10,Superfast,,None,No,WL104,Not Confirmed
PNR0000008440,40056,11/10/47,1AC,General,JHS,SC,09/02/47,Confirmed,2,Child,,925,7,25,Shatabdi,348,Defense Quota,Yes,,Confirmed
PNR0000008441,82273,12/10/47,,General,JU,JP,10/02/47,RAC,3,Adult,Counter,1875,3,26,Shatabdi,125,Defense Quota,Yes,,Confirmed
PNR0000008442,92001,10-13-2047,Sleeper,General,GKP,NDLS,11/02/47,Confirmed,3,Senior Citizen,Counter,50,8,2,ExpreXs,462,Defense Quota,Yes,,Confirmed
PNR0000008443,88217,14/10/47,Sleeper,Ladies,MMCT,ADI,12/02/47,RAC,4,Senior Citizen,Mobile App,1132,6,40,Shatabdi,,Senior Citizen,Yes,,Confirmed
PNR0000008444,42462,15/10/47,1AC,General,HWH,CSMT,13/02/47,Waitlisted,5,Adult,Mobile App,1271,19,30,Superfast,29,Senior Citizen,Yes,WL100,Not Confirmed
PNR0000008445,88175,16/10/47,3AC,General,NJP,LTT,14/02/47,Waitlisted,4,Senior Citizen,Counter,1430,6,32,Shatabdi,145,Senior Citizen,No,,Not Confirmed
PNR0000008446,27529,17/10/47,1AC,Tatkal,LKO,LKO,15/02/47,Confirmed,3,Child,IRCTC Website,425,10,33,Express,332,None,Yes,,Confirmed
PNR0000008447,57121,18/10/47,,Premium Tatkal,MMCT,ASR,16/02/47,RAC,2,Child,IRCTC Website,790,14,26,Rajdhani,364,Defense Quota,Yes,,Confirmed
PNR0000008448,45494,19/10/47,,Ladies,JU,GKP,17/02/47,Confirmed,5,Adult,Mobile App,756,19,18,Express,18,Defense Quota,Yes,,Confirmed
PNR0000008449,60492,20/10/47,2AC,Ladies,CNB,ASR,18/02/47,Confirmed,3,Child,IRCTC Website,1460,18,12,Superfast,106,None,Yes,,Confirmed
PNR0000008450,69664,21/10/47,1AC,General,LTT,ASR,19/02/47,Waitlisted,5,Senior Citizen,Mobile App,408,7,11,Express,368,None,Yes,WL179,Not Confirmed
PNR0000008451,13700,22/10/47,3AC,Premium Tatkal,BBS,NJP,20/02/47,RAC,3,Senior Citizen,Counter,526,9,3,Rajdhani,78,Senior Citizen,No,,Confirmed
PNR0000008452,15615,23/10/47,Sleeper,General,GKP,BSB,21/02/47,Confirmed,3,Child,Mobile App,1303,18,27,Express,15,None,Yes,,Confirmed
PNR0000008453,58506,24/10/47,3AC,Premium Tatkal,JHS,JP,22/02/47,Confirmed,4,Child,Mobile App,268,18,37,Rajdhani,190,None,No,,Confirmed
PNR0000008454,33904,25/10/47,Sleeper,,BBS,HWH,23/02/47,Confirmed,5,Child,,228,3,45,Shatabdi,25,Defense Quota,No,,Confirmed
PNR0000008455,47607,26/10/47,1AC,Ladies,LTT,CNB,24/02/47,Waitlisted,1,Child,Mobile App,1375,3,33,Express,230,Defense Quota,Yes,WL058,Not Confirmed
PNR0000008456,79265,27/10/47,1AC,Tatkal,SBC,PNBE,25/02/47,Waitlisted,1,Senior Citizen,Mobile App,1168,8,22,Shatabdi,66,Defense Quota,No,WL061,Not Confirmed
PNR0000008457,74127,28/10/47,2AC,General,ADI,NJP,26/02/47,Confirmed,2,Senior Citizen,Counter,1471,12,34,Superfast,138,Senior Citizen,Yes,,Confirmed
PNR0000008458,69125,29/10/47,1AC,Premium Tatkal,LKO,SBC,27/02/47,Waitlisted,4,Adult,IRCTC Website,1744,2,28,Rajdhani,243,None,No,WL137,Not Confirmed
PNR0000008459,13762,30/10/47,2AC,General,ASR,MAS,02-28-2047,Confirmed,2,Child,Counter,946,13,35,Rajdhani,42,Senior Citizen,No,,Confirmed
PNR0000008460,72784,31/10/47,Sleeper,Ladies,NDLS,MAS,01/03/47,RAC,5,Adult,Counter,1952,4,27,SuperfTst,47,Senior Citizen,Yes,,Confirmed
PNR0000008461,27378,01/11/47,1AC,General,NJP,HWH,02/03/47,Waitlisted,3,Child,Counter,718,4,6,Superfast,34,Senior Citizen,Yes,WL182,Not Confirmed
PNR0000008462,18101,02/11/47,1AC,Tatkal,PNBE,NDLS,03/03/47,Waitlisted,4,Senior Citizen,Counter,262,19,4,Superfast,50,Defense Quota,Yes,,Not Confirmed
PNR0000008463,63300,03/11/47,1AC,Ladies,PNBE,HWH,04/03/47,Waitlisted,5,Child,,1112,18,31,Rajdhani,,None,Yes,WL041,Not Confirmed
PNR0000008464,62845,04/11/47,2AC,Premium Tatkal,JP,SC,05/03/47,Waitlisted,2,Senior Citizen,IRCTC Website,1302,4,20,Rajdhani,358,None,No,WL073,Not Confirmed
PNR0000008465,93761,05/11/47,3AC,,JP,JP,06/03/47,Waitlisted,2,Senior Citizen,Mobile App,705,7,26,ShatabdA,218,None,No,WL028,Not Confirmed
PNR0000008466,33658,06/11/47,Sleeper,Premium Tatkal,KOAA,ASR,07/03/47,Waitlisted,5,Adult,Counter,1553,19,7,Shatabdi,259,Defense Quota,No,WL002,Not Confirmed
PNR0000008467,23736,07/11/47,1AC,Premium Tatkal,SC,LTT,08/03/47,Confirmed,3,Senior Citizen,Mobile App,522,3,30,Rajdhani,326,Defense Quota,Yes,,Confirmed
PNR0000008468,66371,08/11/47,Sleeper,,LTT,LTT,09/03/47,Confirmed,3,Senior Citizen,,56,11,31,Superfast,381,None,Yes,,Confirmed
PNR0000008469,53221,09/11/47,1AC,Premium Tatkal,BBS,BCT,10/03/47,Confirmed,2,Adult,Counter,1461,2,11,RajdhXni,434,Senior Citizen,Yes,,Confirmed
PNR0000008470,16666,10/11/47,3AC,Tatkal,UMB,JHS,11/03/47,Confirmed,4,Child,IRCTC Website,1641,3,6,Rajdhani,401,None,No,,Confirmed
PNR0000008471,96348,11/11/47,1AC,General,GKP,BSB,12/03/47,Waitlisted,5,Child,Counter,1495,12,3,Superfast,49,Senior Citizen,Yes,WL021,Not Confirmed
PNR0000008472,35723,12/11/47,2AC,Tatkal,SBC,NJP,13/03/47,Confirmed,2,Senior Citizen,IRCTC Website,437,14,36,Rajdhani,,Defense Quota,Yes,,Confirmed
PNR0000008473,26740,13/11/47,3AC,Tatkal,LKO,SBC,14/03/47,Waitlisted,1,Senior Citizen,Counter,1924,8,20,Express,440,Senior Citizen,Yes,WL091,Not Confirmed
PNR0000008474,30228,11-14-2047,Sleeper,Tatkal,JU,BBS,15/03/47,Waitlisted,3,Child,IRCTC Website,1474,5,30,Superfast,496,None,Yes,WL102,Not Confirmed
PNR0000008475,94309,15/11/47,2AC,Tatkal,MMCT,ASR,16/03/47,Confirmed,5,Child,IRCTC Website,1531,12,6,Rajdhani,213,Senior Citizen,Yes,,Confirmed
PNR0000008476,86805,16/11/47,3AC,Tatkal,LKO,LTT,17/03/47,Waitlisted,5,Adult,Mobile App,624,19,39,Rajdhani,382,Defense Quota,No,WL183,Not Confirmed
PNR0000008477,36003,17/11/47,,Premium Tatkal,GKP,PNBE,18/03/47,Waitlisted,5,Child,IRCTC Website,844,19,2,Shatabdi,383,Senior Citizen,Yes,WL084,Not Confirmed
PNR0000008478,38874,18/11/47,1AC,Premium Tatkal,KOAA,NJP,19/03/47,Waitlisted,2,Child,Counter,962,14,44,Shatabdi,37,Defense Quota,Yes,,Not Confirmed
PNR0000008479,25223,19/11/47,2AC,Premium Tatkal,ASR,BCT,20/03/47,Waitlisted,5,Child,Mobile App,1744,10,29,Superfast,93,Defense Quota,No,,Not Confirmed
PNR0000008480,26956,20/11/47,2AC,Ladies,SC,LKO,03-21-2047,Waitlisted,4,Child,IRCTC Website,508,13,34,Rajdhani,216,Senior Citizen,No,WL060,Not Confirmed
PNR0000008481,39546,21/11/47,2AC,General,LTT,LKO,22/03/47,Confirmed,4,Adult,Counter,1958,5,9,Rajdhani,447,Senior Citizen,No,,Confirmed
PNR0000008482,30871,22/11/47,,Tatkal,BBS,SC,23/03/47,Waitlisted,5,Senior Citizen,IRCTC Website,603,17,33,Express,312,Senior Citizen,No,WL110,Not Confirmed
PNR0000008483,87938,23/11/47,2AC,General,NDLS,ADI,03-24-2047,RAC,1,Senior Citizen,Counter,164,15,36,Superfast,256,None,No,,Confirmed
PNR0000008484,74098,24/11/47,Sleeper,Ladies,MAS,LTT,25/03/47,Confirmed,1,Senior Citizen,IRCTC Website,599,2,5,Shatabdi,212,Senior Citizen,No,,Confirmed
PNR0000008485,81470,25/11/47,3AC,Ladies,PNBE,JP,26/03/47,Waitlisted,4,Adult,Mobile App,1650,13,23,Superfast,,None,Yes,WL154,Not Confirmed
PNR0000008486,41116,26/11/47,Sleeper,General,SC,ADI,27/03/47,Waitlisted,3,Child,Counter,1254,6,21,Express,412,None,Yes,WL094,Not Confirmed
PNR0000008487,66839,27/11/47,2AC,Tatkal,NJP,BSB,28/03/47,Confirmed,4,Child,Counter,894,4,40,Express,389,Defense Quota,Yes,,Confirmed
